bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_basement,year_since_1st_renovation,city,statezip,price
0.3333333333333333,0.1875,0.07365223993925588,0.006775461539894558,0.20000000000000007,0.0,0.0,0.5,0.0,0.9210526315789473,0.8372093023255813,0.8157894736842105,313000.0
0.5555555555555556,0.3125,0.24905087319665908,0.007835466383501929,0.4,0.0,1.0,1.0,0.058091286307053944,0.18421052631578946,0.813953488372093,0.763157894736842,2384000.0
0.3333333333333333,0.25,0.1184510250569476,0.010533914566217703,0.0,0.0,0.0,0.75,0.0,0.5789473684210527,0.41860465116279066,0.3421052631578947,342000.0
0.3333333333333333,0.28125,0.12376613515565679,0.006885374168669312,0.0,0.0,0.0,0.75,0.20746887966804978,0.5526315789473684,0.06976744186046512,0.09210526315789473,420000.0
0.4444444444444444,0.3125,0.11921032649962035,0.009186087669293392,0.0,0.0,0.0,0.75,0.16597510373443983,0.8070175438596491,0.7209302325581395,0.40789473684210525,550000.0
0.2222222222222222,0.125,0.03872437357630979,0.005348460291734198,0.0,0.0,0.0,0.5,0.0,0.8245614035087718,0.813953488372093,0.7105263157894737,490000.0
0.2222222222222222,0.25,0.07441154138192863,0.0017902718008904787,0.0,0.0,0.0,0.5,0.0,0.6666666666666666,0.7209302325581395,0.40789473684210525,335000.0
0.4444444444444444,0.3125,0.1776765375854214,0.032815439929953984,0.4,0.0,0.0,0.5,0.0,0.7807017543859649,0.4883720930232558,0.3026315789473684,482000.0
0.3333333333333333,0.3125,0.15641609719058466,0.08177126995659383,0.0,0.0,0.0,0.75,0.17842323651452283,0.7456140350877193,0.627906976744186,0.35526315789473684,452500.0
0.4444444444444444,0.25,0.08731966590736523,0.005180796959704912,0.20000000000000007,0.0,0.0,0.5,0.0,0.9649122807017543,0.813953488372093,0.7105263157894737,640000.0
0.3333333333333333,0.21875,0.1017463933181473,0.0062240354701093535,0.0,0.0,0.0,0.5,0.0,0.8245614035087718,0.46511627906976744,0.881578947368421,463000.0
0.4444444444444444,0.3125,0.19362186788154898,0.0031315784571247602,0.20000000000000007,0.0,0.0,1.0,0.2095435684647303,0.7719298245614035,0.813953488372093,0.631578947368421,1400000.0
0.3333333333333333,0.21875,0.14882308276385725,0.013277072970807952,0.0,0.0,0.0,0.5,0.07468879668049792,0.7017543859649122,0.7674418604651163,0.5526315789473684,588500.0
0.3333333333333333,0.125,0.054669703872437365,0.005399690754298701,0.0,0.0,0.0,0.75,0.0,0.956140350877193,0.813953488372093,0.6447368421052632,365000.0
0.5555555555555556,0.34375,0.19286256643887623,0.008235995454460777,0.20000000000000007,0.0,0.0,0.5,0.0,0.6052631578947368,0.813953488372093,0.631578947368421,1200000.0
0.3333333333333333,0.1875,0.06302201974183752,0.008459546563833157,0.0,0.0,0.0,0.75,0.0,0.5701754385964912,0.41860465116279066,0.3421052631578947,242500.0
0.3333333333333333,0.1875,0.09111617312072892,0.005646528437564038,0.0,0.0,0.0,0.75,0.0,0.49122807017543857,0.06976744186046512,0.07894736842105263,419000.0
0.4444444444444444,0.375,0.20804859529233105,0.006141135267050429,0.4,0.0,0.0,0.5,0.0,0.8508771929824561,0.023255813953488372,0.5921052631578947,367500.0
